선수명,생년월일,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
이진영,1997-07-21,2023,한화,26,RF,110,382,322,48,77,19,0,7,117,43,3,0,49,2,0,118,4,4,5,0.239,0.339,0.363,0.702,0.329,99.3,1.24,1.04
페게로,1987-02-22,2019,LG,32,1B,52,214,199,24,57,10,0,9,94,44,2,1,12,2,0,63,2,0,1,0.286,0.332,0.472,0.804,0.364,127.6,1.24,1.80
황성빈,1997-12-19,2022,롯데,25,CF,102,353,320,62,94,12,4,1,117,16,10,12,22,2,0,55,2,7,2,0.294,0.341,0.366,0.707,0.324,95.3,1.23,-0.39
황성빈,1997-12-19,2023,롯데,26,LF,67,174,155,21,36,5,2,0,45,7,9,5,11,1,0,25,1,7,0,0.232,0.287,0.290,0.578,0.267,54.0,-0.28,-0.76
반즈,1986-05-15,2020,한화,34,1B,74,319,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,0.265,0.342,0.428,0.769,0.349,104.5,1.23,0.31
김성욱,1993-05-01,2014,NC,21,RF,26,26,23,6,4,1,0,1,8,1,1,0,3,0,0,9,0,0,0,0.174,0.269,0.348,0.617,0.279,47.5,-0.05,-0.46
김성욱,1993-05-01,2015,NC,22,LF,125,204,182,32,47,8,1,3,66,26,3,3,17,4,0,52,4,0,1,0.258,0.333,0.363,0.696,0.322,83.7,0.19,-0.59
김성욱,1993-05-01,2016,NC,23,CF,130,348,306,60,81,15,1,15,143,51,5,2,30,3,0,64,15,7,2,0.265,0.334,0.467,0.802,0.348,94.9,1.23,0.57
김성욱,1993-05-01,2017,NC,24,CF,124,347,308,60,76,18,4,6,120,31,10,4,24,9,1,59,4,1,5,0.247,0.315,0.390,0.705,0.313,79.1,0.58,-1.13
김성욱,1993-05-01,2018,NC,25,CF,111,358,323,49,84,13,2,13,140,45,11,2,29,1,0,64,10,2,3,0.260,0.320,0.433,0.754,0.326,86.0,1.04,0.42
김성욱,1993-05-01,2019,NC,26,CF,116,333,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,0.230,0.303,0.387,0.689,0.306,79.4,0.61,-0.28
김성욱,1993-05-01,2020,NC,27,RF,104,225,195,32,43,4,1,8,73,26,12,5,17,4,0,40,0,7,2,0.221,0.294,0.374,0.668,0.295,65.6,-0.13,-0.13
김성욱,1993-05-01,2023,NC,30,LF,81,190,165,26,36,8,0,6,62,13,6,1,16,5,0,56,7,3,1,0.218,0.305,0.376,0.681,0.314,86.7,0.53,-0.33
김태군,1989-12-30,2014,NC,25,C,109,322,294,28,77,13,0,0,90,23,0,1,12,4,0,47,9,9,3,0.262,0.297,0.306,0.603,0.275,46.1,-0.02,-0.46
김태군,1989-12-30,2015,NC,26,C,144,474,421,45,107,24,0,6,149,52,1,1,25,10,0,77,12,11,7,0.254,0.307,0.354,0.661,0.295,64.8,0.31,-1.50
김태군,1989-12-30,2016,NC,27,C,134,395,340,37,79,15,0,1,97,30,0,0,22,9,0,44,14,20,4,0.232,0.293,0.285,0.579,0.263,38.8,-0.78,-2.18
김태군,1989-12-30,2017,NC,28,C,132,420,362,33,96,19,0,3,124,34,0,1,16,22,0,43,11,18,2,0.265,0.333,0.343,0.676,0.301,69.5,0.66,-1.47
김태군,1989-12-30,2019,NC,30,C,18,28,22,0,4,0,0,0,4,1,0,0,4,2,0,8,1,0,0,0.182,0.357,0.182,0.539,0.292,70.5,0.08,-0.07
김태군,1989-12-30,2020,NC,31,C,80,131,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,0.292,0.347,0.372,0.719,0.318,82.6,0.53,0.29
김태군,1989-12-30,2021,NC,32,C,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,0.220,0.311,0.341,0.651,0.301,72.8,0.63,-0.39
김태군,1989-12-30,2022,삼성,33,C,102,235,205,20,61,11,0,2,78,25,0,0,17,4,0,34,15,6,3,0.298,0.358,0.380,0.739,0.337,106.3,1.22,-0.17
김태군,1989-12-30,2023,"삼성,KIA",34,C,103,317,285,22,77,8,1,1,90,38,2,1,14,8,1,27,17,7,3,0.270,0.319,0.316,0.635,0.297,76.6,0.49,-1.71
지석훈,1984-03-17,2014,NC,30,SS,114,238,212,26,58,14,4,6,98,34,1,1,16,6,0,46,8,3,1,0.274,0.340,0.462,0.803,0.352,96.1,1.21,1.06
지석훈,1984-03-17,2015,NC,31,3B,137,466,415,53,111,15,0,11,159,46,4,1,23,16,0,85,9,9,3,0.267,0.328,0.383,0.711,0.319,81.0,0.98,0.31
지석훈,1984-03-17,2016,NC,32,SS,141,394,351,34,77,14,0,9,118,54,0,2,22,9,0,91,9,6,6,0.219,0.278,0.336,0.615,0.277,48.6,-0.89,-0.79
지석훈,1984-03-17,2017,NC,33,SS,121,304,268,29,64,16,0,6,98,24,1,0,22,10,0,67,8,2,2,0.239,0.318,0.366,0.684,0.309,74.8,0.37,-1.48
지석훈,1984-03-17,2018,NC,34,SS,67,105,94,9,17,2,0,1,22,8,1,0,8,0,0,20,2,0,3,0.181,0.238,0.234,0.472,0.219,15.1,-0.64,-0.10
지석훈,1984-03-17,2019,NC,35,3B,76,169,149,15,34,9,0,2,49,15,0,1,10,6,1,37,6,2,2,0.228,0.299,0.329,0.628,0.290,69.0,-0.08,0.44
지석훈,1984-03-17,2020,NC,36,3B,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,0.207,0.300,0.298,0.598,0.281,57.8,-0.03,-0.86
지석훈,1984-03-17,2021,NC,37,2B,28,43,34,6,5,1,0,0,6,2,0,0,6,2,0,12,0,0,1,0.147,0.302,0.176,0.479,0.259,45.6,-0.05,0.02
유민상,1989-04-13,2015,두산,26,DH,15,45,38,5,10,1,0,1,14,6,1,0,5,1,0,9,1,0,1,0.263,0.356,0.368,0.724,0.336,95.9,-0.06,0.30
유민상,1989-04-13,2016,kt,27,1B,95,254,213,30,60,12,1,4,86,37,1,1,25,9,0,39,8,3,4,0.282,0.375,0.404,0.778,0.357,97.6,0.55,0.44
유민상,1989-04-13,2017,kt,28,1B,15,33,30,4,7,1,0,1,11,2,1,0,2,1,0,8,1,0,0,0.233,0.303,0.367,0.670,0.303,68.7,0.02,-0.33
유민상,1989-04-13,2018,KIA,29,DH,31,58,48,9,13,2,1,3,26,14,0,0,8,0,0,14,3,0,2,0.271,0.362,0.542,0.904,0.376,119.5,0.26,-0.11
유민상,1989-04-13,2019,KIA,30,1B,61,202,175,23,51,15,0,5,81,26,0,0,23,4,0,35,6,0,0,0.291,0.386,0.463,0.849,0.391,138.7,1.21,0.46
유민상,1989-04-13,2020,KIA,31,1B,126,455,390,38,96,23,0,8,143,65,0,0,53,6,1,80,13,2,4,0.246,0.342,0.367,0.709,0.329,89.5,0.49,0.98
유민상,1989-04-13,2021,KIA,32,1B,24,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.348,104.1,0.21,-0.18
라가레스,1989-03-17,2022,SSG,33,LF,49,202,180,24,57,9,0,6,84,32,3,1,14,1,1,18,4,4,3,0.317,0.364,0.467,0.830,0.368,126.9,1.19,1.19
정보근,1999-08-31,2019,롯데,20,C,15,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,0.125,0.200,0.125,0.325,0.171,-9.9,-0.22,-0.45
정보근,1999-08-31,2020,롯데,21,C,85,152,133,9,20,2,0,0,22,5,0,0,11,1,0,32,7,6,1,0.150,0.219,0.165,0.385,0.187,-4.0,-1.19,-1.76
정보근,1999-08-31,2021,롯데,22,C,11,20,18,0,5,0,0,0,5,0,0,1,2,0,0,2,1,0,0,0.278,0.350,0.278,0.628,0.313,80.9,0.04,-0.28
정보근,1999-08-31,2022,롯데,23,C,95,226,199,8,38,2,0,1,43,15,1,0,14,2,0,55,4,10,1,0.191,0.250,0.216,0.466,0.218,24.1,-0.91,-1.78
정보근,1999-08-31,2023,롯데,24,C,55,101,81,11,27,6,1,1,38,13,1,0,14,1,0,13,2,4,1,0.333,0.433,0.469,0.902,0.404,147.5,1.19,0.47
이재원,1999-07-17,2020,LG,21,RF,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,0.050,0.136,0.050,0.186,0.109,-53.6,-0.37,-0.24
이재원,1999-07-17,2021,LG,22,RF,62,171,154,22,38,6,0,5,59,17,5,1,14,2,0,48,2,0,1,0.247,0.316,0.383,0.699,0.327,96.4,0.25,-0.60
이재원,1999-07-17,2022,LG,23,DH,85,253,223,31,50,8,2,13,101,43,3,1,18,12,2,77,3,0,0,0.224,0.316,0.453,0.769,0.346,122.0,1.19,0.61
이재원,1999-07-17,2023,LG,24,LF,55,123,107,13,23,5,0,3,37,17,4,2,11,2,2,38,0,0,3,0.215,0.293,0.346,0.639,0.292,76.0,0.05,-0.08
김준완,1991-01-20,2014,NC,23,RF,6,5,4,1,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0.500,0.600,0.500,1.100,0.525,211.2,0.11,0.04
김준완,1991-01-20,2015,NC,24,CF,30,54,44,12,10,0,0,0,10,2,2,1,10,0,0,10,1,0,0,0.227,0.370,0.227,0.598,0.309,74.2,0.03,-0.19
김준완,1991-01-20,2016,NC,25,CF,122,325,253,60,66,7,1,1,78,12,2,5,66,2,0,62,4,2,1,0.261,0.416,0.308,0.724,0.360,102.6,1.18,0.38
김준완,1991-01-20,2017,NC,26,CF,104,144,124,19,31,2,1,0,35,8,2,2,15,1,0,27,3,2,2,0.250,0.331,0.282,0.613,0.290,63.4,-0.16,-0.09
김준완,1991-01-20,2019,NC,28,RF,8,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,0.250,0.316,0.250,0.566,0.275,59.1,-0.03,-0.41
김준완,1991-01-20,2020,NC,29,RF,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,0.215,0.320,0.277,0.597,0.292,65.2,-0.09,-0.29
김준완,1991-01-20,2021,NC,30,RF,13,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0.167,0.286,0.333,0.619,0.292,63.3,-0.00,-0.08
김준완,1991-01-20,2022,키움,31,LF,111,398,317,43,60,10,2,1,77,28,1,1,64,8,0,71,4,6,3,0.189,0.337,0.243,0.580,0.288,74.9,-0.13,-0.86
김준완,1991-01-20,2023,키움,32,LF,76,225,189,25,42,7,0,0,49,14,0,0,26,1,0,57,2,6,3,0.222,0.315,0.259,0.574,0.277,64.1,-0.40,-0.25
조영훈,1982-11-12,2014,NC,32,1B,92,124,111,15,29,4,0,6,51,22,1,1,10,1,0,26,1,1,1,0.261,0.325,0.459,0.785,0.342,88.9,0.21,-0.50
조영훈,1982-11-12,2015,NC,33,1B,103,146,124,20,35,8,0,8,67,35,3,0,19,0,0,36,1,1,2,0.282,0.372,0.540,0.913,0.392,129.5,0.92,0.65
조영훈,1982-11-12,2016,NC,34,1B,109,207,179,29,60,14,0,5,89,35,3,3,21,3,1,43,2,1,3,0.335,0.408,0.497,0.905,0.404,131.7,1.18,0.50
조영훈,1982-11-12,2017,NC,35,1B,16,46,40,1,6,2,0,1,11,3,0,0,5,0,0,11,2,1,0,0.150,0.244,0.275,0.519,0.236,24.5,-0.29,-0.50
피터스,1995-12-12,2022,롯데,27,CF,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.319,93.7,1.18,1.09
김병희,1990-12-06,2019,KT,29,3B,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,0.135,-36.2,-0.08,-0.03
김병희,1990-12-06,2020,KT,30,3B,29,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,0.143,0.136,0.286,0.422,0.175,-11.0,-0.18,-0.19
김병희,1990-12-06,2021,KT,31,3B,34,69,51,16,15,3,0,5,33,13,3,0,13,3,0,14,0,2,0,0.294,0.463,0.647,1.110,0.476,189.8,1.15,1.10
김병희,1990-12-06,2022,KT,32,1B,41,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,0.203,0.294,0.270,0.564,0.274,63.0,-0.31,-0.37
김병희,1990-12-06,2023,KT,33,3B,5,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.000,0.111,0.000,0.111,0.081,-69.7,-0.15,-0.07
최재원,1990-07-30,2015,NC,25,CF,114,102,85,31,21,8,0,2,35,13,14,5,10,6,0,29,1,1,0,0.247,0.366,0.412,0.778,0.355,104.1,0.43,-0.34
최재원,1990-07-30,2016,삼성,26,3B,28,105,81,20,27,3,0,4,42,16,3,1,17,3,0,17,2,2,2,0.333,0.456,0.519,0.975,0.432,146.5,1.15,0.96
최재원,1990-07-30,2017,LG,27,2B,69,159,142,20,33,4,1,1,42,12,3,3,8,3,0,34,2,3,3,0.232,0.282,0.296,0.578,0.262,43.2,-0.61,-0.61
최재원,1990-07-30,2020,LG,30,CF,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.000,0.000,0.000,0.000,0.000,-126.0,-0.15,-0.07
안권수,1993-04-19,2020,두산,27,RF,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,0.270,0.300,0.270,0.570,0.265,48.1,-0.33,-0.21
안권수,1993-04-19,2021,두산,28,RF,87,47,42,17,10,0,1,0,12,4,3,0,3,0,0,3,0,2,0,0.238,0.289,0.286,0.575,0.266,48.7,-0.08,-0.25
안권수,1993-04-19,2022,두산,29,RF,76,267,239,43,71,7,2,0,82,20,3,4,26,1,0,40,6,1,0,0.297,0.368,0.343,0.712,0.339,108.3,1.15,-0.47
안권수,1993-04-19,2023,롯데,30,LF,81,248,217,37,56,6,1,2,70,21,14,6,21,1,0,32,4,6,3,0.258,0.322,0.323,0.645,0.301,78.7,0.42,-0.39
박종윤,1982-04-11,2014,롯데,32,1B,123,476,440,59,136,31,4,7,196,73,0,2,22,4,2,65,10,4,6,0.309,0.343,0.445,0.789,0.348,92.7,1.12,0.77
박종윤,1982-04-11,2015,롯데,33,1B,98,326,314,29,80,11,3,4,109,28,0,1,7,3,2,38,11,1,1,0.255,0.277,0.347,0.624,0.279,54.0,-1.23,-1.97
박종윤,1982-04-11,2016,롯데,34,1B,73,211,195,24,55,5,1,1,65,17,3,2,10,2,1,25,4,3,1,0.282,0.322,0.333,0.655,0.302,64.6,-0.51,-1.06
김호재,1995-05-31,2018,삼성,23,SS,10,7,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.167,0.167,0.167,0.333,0.131,-42.7,-0.14,-0.09
김호재,1995-05-31,2019,삼성,24,2B,28,33,32,1,7,1,0,0,8,0,0,1,1,0,0,7,1,0,0,0.219,0.242,0.250,0.492,0.234,32.4,-0.15,-0.07
김호재,1995-05-31,2020,삼성,25,3B,65,138,118,19,38,5,0,1,46,10,2,0,16,3,0,19,1,1,0,0.322,0.416,0.390,0.806,0.381,124.5,1.12,0.03
김호재,1995-05-31,2021,삼성,26,1B,87,90,75,9,17,2,0,0,19,7,0,0,9,2,0,14,0,3,1,0.227,0.322,0.253,0.575,0.280,60.2,-0.14,-0.15
김호재,1995-05-31,2022,삼성,27,2B,21,29,28,1,4,1,0,0,5,1,0,0,1,0,0,9,1,0,0,0.143,0.172,0.179,0.351,0.168,-8.6,-0.28,-0.43
김호재,1995-05-31,2023,삼성,28,3B,67,108,100,6,23,6,0,0,29,9,2,0,6,0,0,15,4,2,0,0.230,0.274,0.290,0.564,0.265,53.7,-0.10,-0.49
로티노,1980-04-07,2014,넥센,34,LF,79,247,216,30,66,18,0,2,90,22,2,0,29,1,3,22,7,0,1,0.306,0.389,0.417,0.805,0.368,104.1,1.11,-0.63
박정음,1989-04-15,2016,넥센,27,CF,98,263,223,45,69,5,3,4,92,26,16,9,30,3,0,52,5,5,2,0.309,0.395,0.413,0.808,0.370,103.8,1.10,0.81
박정음,1989-04-15,2017,넥센,28,CF,81,162,140,26,34,4,1,2,46,15,3,4,9,8,0,39,0,4,1,0.243,0.323,0.329,0.651,0.296,64.8,-0.23,-0.03
박정음,1989-04-15,2018,넥센,29,RF,16,17,16,1,1,0,0,1,4,1,0,0,0,1,0,4,0,0,0,0.063,0.118,0.250,0.368,0.153,-25.2,-0.22,-0.62
박정음,1989-04-15,2019,키움,30,LF,60,88,71,13,14,2,1,0,18,7,6,5,11,5,0,31,1,1,0,0.197,0.345,0.254,0.598,0.300,76.2,-0.08,-0.14
박정음,1989-04-15,2020,키움,31,CF,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,0.186,0.255,0.233,0.488,0.238,28.9,-0.00,-0.14
박정음,1989-04-15,2021,키움,32,LF,69,17,13,19,0,0,0,0,0,1,4,2,2,1,0,3,1,0,1,0.000,0.177,0.000,0.177,0.132,-38.8,-0.17,-0.24
백진우,1988-05-09,2014,LG,26,3B,51,96,84,15,17,2,0,1,22,10,3,4,10,0,0,17,2,1,1,0.202,0.284,0.262,0.546,0.260,39.4,-0.41,-0.37
백진우,1988-05-09,2015,LG,27,2B,25,36,31,4,10,4,0,0,14,0,0,0,3,0,0,3,0,2,0,0.323,0.382,0.452,0.834,0.358,108.8,0.18,0.02
백진우,1988-05-09,2017,LG,29,LF,52,122,101,15,33,9,0,4,54,18,1,0,12,4,0,18,4,3,2,0.327,0.412,0.535,0.946,0.404,143.0,1.10,0.50
백진우,1988-05-09,2018,한화,30,LF,70,169,152,21,37,15,1,3,63,18,0,0,12,4,0,36,5,0,1,0.243,0.314,0.414,0.728,0.320,79.1,-0.11,-0.47
백진우,1988-05-09,2019,한화,31,DH,16,48,44,4,10,3,0,0,13,3,0,0,0,2,0,18,1,2,0,0.227,0.261,0.295,0.556,0.251,46.8,-0.17,-0.38
문우람,1992-03-08,2014,넥센,22,LF,122,368,324,46,92,24,4,6,142,43,5,3,33,2,0,54,10,7,2,0.284,0.352,0.438,0.790,0.349,92.1,1.08,-0.38
문우람,1992-03-08,2015,넥센,23,RF,63,138,119,22,28,10,0,2,44,22,1,1,12,3,1,30,1,1,3,0.235,0.314,0.370,0.684,0.306,69.0,0.05,-0.56
황대인,1996-02-10,2015,KIA,19,3B,22,44,44,3,12,2,0,2,20,7,0,0,0,0,0,18,3,0,0,0.273,0.273,0.455,0.727,0.315,74.1,0.05,-0.58
황대인,1996-02-10,2016,KIA,20,DH,4,7,7,1,3,2,0,1,8,3,0,0,0,0,0,3,0,0,0,0.429,0.429,1.143,1.571,0.635,273.2,0.17,0.08
황대인,1996-02-10,2019,KIA,23,1B,12,28,25,0,5,2,0,0,7,0,0,0,1,2,0,8,0,0,0,0.200,0.286,0.280,0.566,0.275,58.7,-0.12,-0.20
황대인,1996-02-10,2020,KIA,24,1B,63,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,0.276,0.384,0.414,0.798,0.370,116.0,0.48,0.51
황대인,1996-02-10,2021,KIA,25,1B,86,308,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,0.238,0.283,0.418,0.702,0.317,85.1,0.11,0.01
황대인,1996-02-10,2022,KIA,26,1B,129,524,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,0.256,0.315,0.401,0.716,0.327,100.0,1.08,-1.18
황대인,1996-02-10,2023,KIA,27,1B,60,199,174,19,37,4,0,5,56,26,0,0,18,4,2,50,6,0,3,0.213,0.297,0.322,0.618,0.290,73.7,-0.25,0.31
지시완,1994-04-10,2015,한화,21,C,9,12,12,1,3,1,0,0,4,0,0,0,0,0,0,5,0,0,0,0.250,0.250,0.333,0.583,0.262,38.2,-0.02,-0.06
지시완,1994-04-10,2018,한화,24,C,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,0.275,0.320,0.411,0.730,0.319,78.7,0.61,2.43
지시완,1994-04-10,2019,한화,25,C,58,109,104,7,26,6,0,2,38,11,0,0,5,0,0,21,3,0,0,0.250,0.284,0.365,0.650,0.300,79.5,0.33,-1.02
지시완,1994-04-10,2020,롯데,26,C,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0,0,0.250,0.455,0.250,0.705,0.371,117.6,0.09,0.16
지시완,1994-04-10,2021,롯데,27,C,73,187,166,23,40,9,0,7,70,26,0,0,14,5,0,54,6,2,0,0.241,0.319,0.422,0.741,0.340,96.8,1.04,0.01
지시완,1994-04-10,2022,롯데,28,C,75,199,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,0.213,0.300,0.305,0.604,0.283,68.3,0.48,-0.31
지시완,1994-04-10,2023,롯데,29,C,6,10,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0.125,0.125,0.125,0.250,0.095,-60.6,-0.15,-0.19
오정복,1986-10-13,2014,NC,28,LF,47,79,69,9,16,4,0,0,20,7,2,0,7,1,0,9,2,0,2,0.232,0.304,0.290,0.594,0.282,50.6,-0.14,-0.47
오정복,1986-10-13,2015,kt,29,LF,66,278,239,34,62,11,1,5,90,29,3,3,33,3,0,26,3,2,1,0.259,0.355,0.377,0.732,0.337,90.4,0.49,1.90
오정복,1986-10-13,2016,kt,30,LF,96,344,306,45,93,11,2,5,123,36,1,0,28,0,1,32,5,6,4,0.304,0.358,0.402,0.760,0.343,88.3,0.67,0.23
오정복,1986-10-13,2017,kt,31,LF,81,213,195,24,69,13,0,2,88,16,0,1,9,5,0,24,5,3,1,0.354,0.395,0.451,0.847,0.378,117.7,1.04,0.37
전병우,1992-10-24,2018,롯데,26,3B,27,77,66,18,24,7,0,3,40,13,3,0,9,1,0,24,1,0,1,0.364,0.442,0.606,1.048,0.447,163.5,1.02,0.75
전병우,1992-10-24,2019,롯데,27,1B,28,54,50,2,5,1,0,0,6,0,0,0,3,0,0,22,0,1,0,0.100,0.151,0.120,0.271,0.134,-35.4,-0.79,-1.22
전병우,1992-10-24,2020,키움,28,3B,119,402,359,46,85,13,3,8,128,48,7,0,37,2,0,100,7,2,2,0.237,0.310,0.357,0.667,0.307,77.8,0.71,0.20
전병우,1992-10-24,2021,키움,29,3B,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1,0.188,0.320,0.310,0.630,0.304,78.4,0.44,-0.20
전병우,1992-10-24,2022,키움,30,1B,115,231,197,14,40,7,0,5,62,21,0,0,17,7,0,68,5,9,1,0.203,0.288,0.315,0.603,0.275,68.2,-0.31,-0.01
전병우,1992-10-24,2023,키움,31,1B,39,74,61,6,9,3,0,1,15,6,0,0,10,1,0,27,0,2,0,0.148,0.278,0.246,0.524,0.255,50.4,-0.28,-0.96
조수행,1993-08-30,2016,두산,23,LF,66,29,29,16,8,0,0,0,8,3,2,3,0,0,0,6,0,0,0,0.276,0.276,0.276,0.552,0.260,33.5,-0.25,0.06
조수행,1993-08-30,2017,두산,24,RF,80,52,47,17,13,2,0,0,15,2,3,2,4,1,0,12,0,0,0,0.277,0.346,0.319,0.665,0.315,79.0,-0.02,-0.27
조수행,1993-08-30,2018,두산,25,CF,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,0.279,0.311,0.372,0.683,0.297,65.4,0.12,-0.02
조수행,1993-08-30,2020,두산,27,RF,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,0.263,0.300,0.263,0.563,0.272,52.5,-0.02,0.14
조수행,1993-08-30,2021,두산,28,CF,115,104,84,34,24,2,1,1,31,8,21,4,16,3,0,26,1,1,0,0.286,0.418,0.369,0.787,0.381,128.1,1.01,0.48
조수행,1993-08-30,2022,두산,29,LF,117,134,119,36,28,4,1,1,37,9,22,7,10,1,0,31,4,2,2,0.235,0.296,0.311,0.606,0.281,70.3,0.28,-0.74
조수행,1993-08-30,2023,두산,30,RF,114,216,191,38,43,1,1,1,49,15,25,6,19,2,0,35,2,3,1,0.225,0.301,0.257,0.557,0.271,59.2,-0.20,-0.10
이홍구,1990-12-11,2015,KIA,25,C,112,246,222,25,48,10,1,12,96,39,1,0,12,7,1,64,3,5,0,0.216,0.278,0.432,0.710,0.303,67.0,0.39,0.46
이홍구,1990-12-11,2016,KIA,26,C,106,273,241,27,64,16,2,9,111,45,0,1,19,4,1,66,5,3,6,0.266,0.322,0.461,0.783,0.338,85.2,1.01,-0.74
이홍구,1990-12-11,2017,"KIA,SK",27,C,53,110,101,14,19,3,0,10,52,18,0,0,5,2,0,43,2,1,1,0.188,0.239,0.515,0.753,0.305,66.6,0.15,-0.41
이홍구,1990-12-11,2020,"SK,KT",30,C,49,96,84,5,16,2,0,3,27,8,0,0,6,3,0,26,3,2,1,0.190,0.266,0.321,0.587,0.266,47.1,-0.17,-0.55
이홍구,1990-12-11,2021,KT,31,C,37,58,55,4,9,0,0,1,12,7,0,0,2,0,1,28,4,0,1,0.164,0.190,0.218,0.408,0.184,-6.2,-0.43,-0.48
전의산,2000-11-25,2022,SSG,22,1B,77,266,241,36,60,15,1,13,116,45,0,0,24,0,3,84,6,0,1,0.249,0.316,0.481,0.797,0.353,114.0,1.00,0.20
전의산,2000-11-25,2023,SSG,23,1B,55,150,131,11,27,6,0,4,45,21,0,2,15,3,0,39,1,0,1,0.206,0.300,0.344,0.644,0.305,81.3,-0.06,0.25
윤동희,2003-09-18,2022,롯데,19,1B,4,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0.154,0.154,0.231,0.385,0.174,-7.5,-0.14,-0.25
윤동희,2003-09-18,2023,롯데,20,RF,100,390,358,41,106,16,1,2,130,39,2,6,24,1,0,63,8,2,5,0.296,0.338,0.363,0.701,0.329,96.9,0.99,-0.73
하재훈,1990-10-29,2022,SSG,32,LF,60,114,107,18,23,6,1,6,49,13,1,0,4,1,0,40,0,0,2,0.215,0.246,0.458,0.704,0.308,83.3,0.14,-0.43
하재훈,1990-10-29,2023,SSG,33,LF,66,190,166,26,45,6,1,6,71,28,7,0,16,4,1,45,0,2,2,0.271,0.346,0.428,0.774,0.353,113.4,1.14,-0.03
아수아헤,1991-11-02,2019,롯데,28,2B,48,194,163,34,41,5,4,2,60,21,3,2,26,1,1,24,0,3,1,0.252,0.356,0.368,0.724,0.334,101.2,0.93,0.63
조셉,1991-07-16,2019,LG,28,1B,55,217,197,17,54,3,0,9,84,36,0,1,14,4,0,46,3,0,2,0.274,0.332,0.426,0.758,0.347,115.9,0.93,0.07
안중열,1995-09-01,2015,"kt,롯데",20,C,80,137,125,16,30,10,0,1,43,14,2,0,7,0,0,31,4,4,1,0.240,0.278,0.344,0.622,0.274,50.0,0.02,-0.62
안중열,1995-09-01,2016,롯데,21,C,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,0.179,0.207,0.214,0.421,0.200,-2.5,-0.18,-0.20
안중열,1995-09-01,2018,롯데,23,C,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,0.247,0.314,0.396,0.710,0.302,68.4,0.49,-0.41
안중열,1995-09-01,2019,롯데,24,C,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,0.191,0.236,0.294,0.530,0.246,40.2,-0.19,-1.69
안중열,1995-09-01,2021,롯데,26,C,58,157,125,19,29,5,0,3,43,16,0,0,27,1,0,25,1,3,1,0.232,0.370,0.344,0.714,0.341,98.7,0.92,0.36
안중열,1995-09-01,2022,롯데,27,C,33,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,0.155,0.286,0.239,0.525,0.262,55.7,0.01,-0.51
안중열,1995-09-01,2023,NC,28,C,75,173,150,15,30,6,0,4,48,17,0,0,16,2,0,43,6,3,2,0.200,0.282,0.320,0.602,0.281,64.8,0.22,-0.84
